pattern,black,white,amInd,asian,hispanic
ter/an,0.0053707588343,0.229996058004,0.00223093059271,0.00547705194988,0.747717471491
ter/ano,0.0,0.9593,0.0,0.0,0.0107
ter/cki,0.0,0.9827,0.0,0.0,0.0
ter/ell,0.3831,0.5743,0.0077,0.0027,0.0147
ter/er,0.0044,0.9665,0.0039,0.0047,0.0098
ter/ero,0.00848277613204,0.052858611934,0.00294540837918,0.00510114261532,0.924226618705
ter/ez,0.0082,0.0306,0.0,0.0,0.9561
ter/haar,0.0045,0.9855,0.0,0.0,0.0054
ter/i,0.0,0.954677620054,0.0,0.00484207188161,0.0256611295681
ter/ing,0.0,0.9662,0.0,0.0055,0.0149
ter/is,0.0243,0.9404,0.0,0.0,0.0199
ter/man,0.0,0.9582,0.0,0.0,0.0246
ter/nes,0.0,0.351306400363,0.00160258738084,0.0,0.638476168861
ter/nova,0.0025,0.9409,0.0,0.0,0.0449
ter/o,0.0114776142022,0.487749253085,0.00150681965793,0.00260965576965,0.482133037454
van/an,0.0457802889918,0.642407859034,0.00403384072358,0.273795461063,0.0147248345467
van/and,0.00535523114355,0.950855474453,0.0,0.00388272506083,0.0150457420925
van/ang,0.0015,0.0144,0.0005,0.929,0.0063
van/ano,0.0,0.8511,0.0,0.0893,0.0397
van/beck,0.0,0.959,0.0,0.0082,0.0098
van/berg,0.00706397437508,0.959839078005,0.00361480969727,0.00473941715865,0.0123945609848
van/bergen,0.037,0.9376,0.0,0.0,0.0195
van/burg,0.0175412323828,0.940349393641,0.0106563421829,0.00394257620452,0.0103070140937
van/dal,0.0,0.904985479452,0.0292367123288,0.0173273972603,0.0246789041096
van/dale,0.0777,0.8833,0.003,0.0047,0.015
van/ek,0.00212773521299,0.968409255287,0.00150193073858,0.00425737051793,0.0125587189703
van/ell,0.008,0.9659,0.0,0.006,0.0
van/er,0.0206280301839,0.939140921239,0.00898949850652,0.00380520947964,0.0124592988524
van/et,0.00117217068646,0.959167768595,0.00672912801484,0.00401985157699,0.014493270366
van/ford,0.0241,0.9338,0.0051,0.0037,0.0176
van/i,0.0,0.963532592263,0.00533454868831,0.00222187638951,0.0146973321476
van/ier,0.0455748987854,0.900769635628,0.0101279352227,0.00707044534413,0.018212145749
van/in,0.0,0.9704,0.0,0.0,0.0134
van/is,0.0085306122449,0.969378571429,0.0,0.0,0.0130540816327
van/lin,0.0,0.9704,0.0,0.0,0.0134
van/man,0.0401641570712,0.921492618837,0.00680366105698,0.00354762326543,0.0133135222911
van/nen,0.0,0.972101612903,0.0,0.0,0.0130676547515
van/nes,0.0275,0.8856,0.0,0.0,0.0595
van/o,0.0165624629959,0.915922380107,0.0,0.021307223209,0.0225203670811
van/off,0.0045,0.9789,0.0,0.0,0.0064
van/ok,0.173063807802,0.797723792302,0.00203500387497,0.0036276156032,0.0128806509946
van/on,0.0271814653081,0.913625618632,0.0,0.0126023289665,0.0184599223678
van/ow,0.0,0.9728,0.0,0.0,0.0
van/sen,0.00791247417948,0.961772205646,0.00265400504935,0.00347469589167,0.00907655496902
van/son,0.0,0.9054,0.0,0.0366,0.0237
van/sten,0.0,0.9754,0.0,0.0,0.0134
van/yk,0.0,0.946937853774,0.0,0.01889375,0.0129268867925
vest/er,0.2025,0.7586,0.0065,0.0052,0.0143
von/ak,0.0,0.9497,0.0,0.0087,0.0365
von/ek,0.0,0.9727,0.0,0.0,0.0223
von/haar,0.0,0.9869,0.0,0.0,0.005
von/in,0.0,0.9931,0.0,0.0,0.0
von/stein,0.0,0.9931,0.0,0.0,0.0
