,,,,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.1,0.0001
burke-gabossi,0,-1,,0,0,0,0,0,0,0,0,0,0
burrack,0,-1,,0,0,0,0,0,0,0,0,0,0
burrola-sayto,0,-1,,0,0,0,0,0,0,0,0,0,0
burtonperry,0,-1,,0,0,0,0,0,0,0,0,0,0
butchkowski,0, ('white',0.970744068,1,1,1,1,1,1,1,1,1,1
butinsky,0,-1,,0,0,0,0,0,0,0,0,0,0
butts-garcia,0, ('hispanic',0.774223435,0,0,1,1,1,1,1,1,1,1
buzimkic,0,-1,,0,0,0,0,0,0,0,0,0,0
bylick,0,-1,,0,0,0,0,0,0,0,0,0,0
bysar,0,-1,,0,0,0,0,0,0,0,0,0,0
cabose,0,-1,,0,0,0,0,0,0,0,0,0,0
caciale,0,-1,,0,0,0,0,0,0,0,0,0,0
cadieux,0,-1,,0,0,0,0,0,0,0,0,0,0
cadinal,0,-1,,0,0,0,0,0,0,0,0,0,0
cajmorro,0,-1,,0,0,0,0,0,0,0,0,0,0
calero-canizares,0,-1,,0,0,0,0,0,0,0,0,0,0
caliguiuri,0,-1,,0,0,0,0,0,0,0,0,0,0
caliyte,0,-1,,0,0,0,0,0,0,0,0,0,0
callicoatt,0,-1,,0,0,0,0,0,0,0,0,0,0
calonico,0,-1,,0,0,0,0,0,0,0,0,0,0
campbell-swenson,0, ('white',0.722337889,0,0,1,1,1,1,1,1,1,1
campior,0,-1,,0,0,0,0,0,0,0,0,0,0
cancida,0,-1,,0,0,0,0,0,0,0,0,0,0
candy-fire,0,-1,,0,0,0,0,0,0,0,0,0,0
canpuzano,0, ('hispanic',0.534313866,0,0,0,0,1,1,1,1,1,1
cantalamess,0,-1,,0,0,0,0,0,0,0,0,0,0
cantayre,0,-1,,0,0,0,0,0,0,0,0,0,0
cantor-roberts,0,-1,,0,0,0,0,0,0,0,0,0,0
capistano,0, ('hispanic',0.534313866,0,0,0,0,1,1,1,1,1,1
caporelli,0, ('white',0.639807327,0,0,0,1,1,1,1,1,1,1
cappocci,0,-1,,0,0,0,0,0,0,0,0,0,0
caprai,0,-1,,0,0,0,0,0,0,0,0,0,0
carames,0,-1,,0,0,0,0,0,0,0,0,0,0
caramma,0,-1,,0,0,0,0,0,0,0,0,0,0
cardila,0, ('hispanic',0.61644228,0,0,0,1,1,1,1,1,1,1
carhaff,0,-1,,0,0,0,0,0,0,0,0,0,0
carhluit,0,-1,,0,0,0,0,0,0,0,0,0,0
carlyle-clark,0,-1,,0,0,0,0,0,0,0,0,0,0
carmus,0, ('white',0.750575471,0,0,1,1,1,1,1,1,1,1
carrington,0, ('white',0.708743068,0,0,1,1,1,1,1,1,1,1
carter-cynthia,0, ('hispanic',0.774223435,0,0,1,1,1,1,1,1,1,1
carthins,0,-1,,0,0,0,0,0,0,0,0,0,0
cartwrightt,0,-1,,0,0,0,0,0,0,0,0,0,0
carty,0,-1,,0,0,0,0,0,0,0,0,0,0
carvelas,0,-1,,0,0,0,0,0,0,0,0,0,0
cashy,0,-1,,0,0,0,0,0,0,0,0,0,0
cassapa,0,-1,,0,0,0,0,0,0,0,0,0,0
catranbone,0,-1,,0,0,0,0,0,0,0,0,0,0
cavarno,0,-1,,0,0,0,0,0,0,0,0,0,0
cayarga,0,-1,,0,0,0,0,0,0,0,0,0,0
ceballiss,0,-1,,0,0,0,0,0,0,0,0,0,0
ceballos,0, ('hispanic',0.678992329,0,0,0,1,1,1,1,1,1,1
cederblom,0,-1,,0,0,0,0,0,0,0,0,0,0
cencki,0, ('white',0.973042058,1,1,1,1,1,1,1,1,1,1
